Venue Category,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude
Food Truck,Brno,49.19728,16.60368,Būcheck,49.192686028637226,16.608852184847883
Food Truck,Florence,43.78238,11.25502,Trippaio Da Mario,43.75942228415031,11.241705572296317
Food Truck,Florence,43.78238,11.25502,Da I' Mau E La Tamara,43.896653499243364,11.08997562949823
Food Truck,Bochum,51.488,7.21399,Snack 'n' Roll Food Truck,51.427074566586064,7.287080632653517
Food Truck,Bochum,51.488,7.21399,Wurst Willi,51.51446272815462,7.460386176620428
Food Truck,Wuppertal,51.27165,7.19678,Snack 'n' Roll Food Truck,51.427074566586064,7.287080632653517
Cupcake Shop,Rome,41.90323,12.49566,Pasticceria Marinari,41.920963910723245,12.509839285467447
Cupcake Shop,Rome,41.90323,12.49566,La Muffineria,41.853127497462445,12.476754017218546
Cupcake Shop,Paris,48.85718,2.34141,Daisy Cake,48.897581174065735,2.0894677084824487
Cupcake Shop,Barcelona,41.38804,2.17001,Foix de Sarrià,41.400021705795524,2.121737699136367
Cupcake Shop,Turin,45.06236,7.67994,Sweet Lab,45.06626665257805,7.691515874176848
Cupcake Shop,Marseille,43.29338,5.37132,Minoofi Bakery,43.28914171653777,5.378598932865482
Cupcake Shop,Athens,37.97614,23.7364,Emi's Cupcakes,37.97673564123889,23.74318810144816
Cupcake Shop,Athens,37.97614,23.7364,Petits Gâteaux,38.05465556145193,23.843427300453186
Cupcake Shop,Riga,56.94599,24.11487,Muffins And More,56.958307,24.121207
Cupcake Shop,Antwerp,51.22213,4.39769,MoMade Cupcakes,51.21908459021155,4.399444977766275
Cupcake Shop,Bologna,44.50485,11.34507,Dolce Salato,44.406136481880466,11.342845744079955
Cupcake Shop,Bologna,44.50485,11.34507,Pasticceria Dora,44.64182189117783,11.183972252685399
Cupcake Shop,Bologna,44.50485,11.34507,Pasticceria Garani,44.5950523933778,11.369756540329686
Cupcake Shop,Florence,43.78238,11.25502,Oasi dei Golosi,43.887483455846485,11.10018962136097
Cupcake Shop,Nice,43.70029,7.27766,Choopy's Cupcake & Coffee-Shop,43.580939708192545,7.124478404959252
Cupcake Shop,Mannheim,49.48651,8.46679,Macaronnerie,49.40866228958945,8.6938997939184
Karaoke Bar,Berlin,52.51605,13.37691,Sonntagskaraoke im Mauerpark,52.542874001995436,13.40341355989825
Karaoke Bar,Bari,41.12588,16.86666,Crazy Bull Cafè,40.97091544761751,16.926482093852805
Farm,Hamburg,53.55562,9.98746,Gut Wulfsdorf,53.65961884302432,10.190380529215727
Farm,Hamburg,53.55562,9.98746,Gut Wulksfelde,53.71797498643523,10.111452860187518
Farm,Budapest,47.49973,19.05508,Galopp Major,47.35181288466782,19.19744746830356
Farm,Munich,48.13642,11.57755,Reitsberger Hof,48.111957,11.78248
Farm,Milan,45.46796,9.18178,L'Agricola,45.55274,9.02926
Farm,Milan,45.46796,9.18178,Agriturismo Cascina Madonnina,45.50593209851804,8.984537053867687
Farm,Milan,45.46796,9.18178,Cascina Forestina,45.44102657188024,8.964232487614018
Farm,Cologne,50.94168,6.95517,Erlebnisbauernhof Gertrudenhof,50.88815233613763,6.8795770417456
Farm,Turin,45.06236,7.67994,Il Giardino dei Sapori,44.9852157,7.6497227
Farm,Helsinki,60.17116,24.93266,Haltialan tila,60.27573760000001,24.953518
Farm,Rotterdam,51.91439,4.48717,Stadsboerderij BuytenDelft,52.01733021891328,4.375126968788186
Farm,Düsseldorf,51.21564,6.77662,Kinderbauernhof Neuss,51.17089960031285,6.702413083574522
Farm,Essen,51.45183,7.01109,Berger Hof,51.344307329504915,7.193217986807371
Farm,The Hague,52.08409,4.31732,Stadsboerderij BuytenDelft,52.01733021891328,4.375126968788186
Farm,The Hague,52.08409,4.31732,'t Geertje,52.094497052821474,4.504918739457284
Farm,Antwerp,51.22213,4.39769,Kinderboerderij Mikerf,51.31546621687207,4.537249382846615
Farm,Antwerp,51.22213,4.39769,Kinderboerderij Barelhoeve,51.08809268241464,4.233789953087891
Farm,Antwerp,51.22213,4.39769,Kinderboerderij ’t Struisvogelnest,51.112690013373665,4.578449364972997
Farm,Bologna,44.50485,11.34507,Centro Ippico Gese,44.45265421448133,11.40624714138898
Farm,Florence,43.78238,11.25502,Fattoria Corzano e Paterno,43.62730383226121,11.168301352284972
Farm,Bochum,51.488,7.21399,Berger Hof,51.344307329504915,7.193217986807371
Farm,Utrecht,52.08979,5.11415,Geertjes Hoeve,52.11719993516005,5.004671533998317
Farm,Utrecht,52.08979,5.11415,Hoeve Ravenstein,52.216226133331745,5.2557284219103355
Farm,Wuppertal,51.27165,7.19678,Berger Hof,51.344307329504915,7.193217986807371
Farm,Malmö,55.5967,13.0011,Tirups Örtagård,55.64604648003955,13.170330510058902
Farm,Malmö,55.5967,13.0011,Bodarpsgården (Hallongården),55.435749644501094,13.067210020343754
Scenic Lookout,Berlin,52.51605,13.37691,Kreuzberg im Viktoriapark,52.4876580487968,13.381501903949502
Scenic Lookout,Rome,41.90323,12.49566,Terrazza del Gianicolo,41.89155637967782,12.461348446833272
Scenic Lookout,Rome,41.90323,12.49566,Cupola di San Pietro,41.90220976115311,12.453407016695822
Scenic Lookout,Rome,41.90323,12.49566,Buco della Serratura Priorato dei Cavalieri di Malta,41.882944853399295,12.478565649986688
Scenic Lookout,Vienna,48.20263,16.36843,Himmelwiese,48.262788749846784,16.312610504614387
Scenic Lookout,Vienna,48.20263,16.36843,Wienblick,48.181331264105665,16.246690926199864
Scenic Lookout,Vienna,48.20263,16.36843,Jubiläumswarte,48.22126343396569,16.26573967328117
Scenic Lookout,Hamburg,53.55562,9.98746,Elbphilharmonie Plaza,53.54146918968358,9.983508924817434
Scenic Lookout,Budapest,47.49973,19.05508,Kissvábhegy,47.50154689440132,19.009520926057455
Scenic Lookout,Budapest,47.49973,19.05508,Széchenyi kilátó,47.494472213163746,18.987398122635977
Scenic Lookout,Budapest,47.49973,19.05508,Normafa,47.50290714229824,18.966375417699577
Scenic Lookout,Budapest,47.49973,19.05508,Apáthy-szikla,47.53161936128502,18.987130538624783
Scenic Lookout,Budapest,47.49973,19.05508,Erzsébet-kilátó,47.51828850153778,18.95926380907128
Scenic Lookout,Budapest,47.49973,19.05508,Hármashatárhegyi Kilátó - Guckler Károly kilátópont,47.555519759113686,18.998876780269196
Scenic Lookout,Budapest,47.49973,19.05508,Nagy-Kevély,47.61289707453353,18.988644081000416
Scenic Lookout,Barcelona,41.38804,2.17001,Escales del MNAC (Escalas del MNAC),41.36895584270311,2.153155163708276
Scenic Lookout,Barcelona,41.38804,2.17001,Statue of Jesus Christ (Top of the World),41.42210940099641,2.1188797582259493
Scenic Lookout,Barcelona,41.38804,2.17001,Mirador de l'Aeroport del Prat,41.30808574830622,2.1100805496238912
Scenic Lookout,Milan,45.46796,9.18178,Terrazze del Duomo,45.46420695931899,9.191074802686652
Scenic Lookout,Milan,45.46796,9.18178,Ripa di Porta Ticinese,45.451023,9.1713
Scenic Lookout,Prague,50.07913,14.43303,Vyhlídka Riegrovy sady,50.079692237382424,14.440135630984244
Scenic Lookout,Prague,50.07913,14.43303,Vyhlídka Vítkov,50.088203125607485,14.447993847951164
Scenic Lookout,Prague,50.07913,14.43303,Vyhlídka na Hradčanském náměstí | Prague Castle View Point (Vyhlídka na Hradčanském náměstí),50.0892611,14.3986642
Scenic Lookout,Prague,50.07913,14.43303,Vyhlídková cesta,50.08568255732157,14.39156690260444
Scenic Lookout,Prague,50.07913,14.43303,Dívčí hrady,50.051214589925195,14.40438508987427
Scenic Lookout,Prague,50.07913,14.43303,Děvín,50.04764890689156,14.403641492371225
Scenic Lookout,Prague,50.07913,14.43303,Rozhledna Cibulka,50.06472988444624,14.35588001102012
Scenic Lookout,Cologne,50.94168,6.95517,Rheinboulevard,50.93858638825626,6.96838911741181
Scenic Lookout,Stockholm,59.33258,18.06683,Panoramic View,59.317298364172686,18.08783674588282
Scenic Lookout,Naples,40.84016,14.25222,Belvedere Di San Martino,40.84416102480423,14.240650805666867
Scenic Lookout,Naples,40.84016,14.25222,Belvedere Sant'Antonio a Posillipo,40.82813337565298,14.218213543095821
Scenic Lookout,Turin,45.06236,7.67994,Monte dei Cappuccini,45.05987722527016,7.6973786769386665
Scenic Lookout,Amsterdam,52.36994,4.90788,BovenNEMO,52.374211325800275,4.91243135200957
Scenic Lookout,Amsterdam,52.36994,4.90788,"Noordeinde, Volendam, Netherlands",52.498265415608905,5.078998515469073
Scenic Lookout,Marseille,43.29338,5.37132,Terrasse des Terrasses du Port,43.306490135768904,5.363408612496994
Scenic Lookout,Marseille,43.29338,5.37132,Gardanne,43.459943042141546,5.465116775399773
Scenic Lookout,Kraków,50.06045,19.93243,Kopiec Krakusa,50.038089806160976,19.958418065792053
Scenic Lookout,Kraków,50.06045,19.93243,Kopiec Marszałka Józefa Piłsudskiego,50.06006085139293,19.847160184945896
Scenic Lookout,Kraków,50.06045,19.93243,Zamek Korzkiew,50.162154082510504,19.88280560847914
Scenic Lookout,Frankfurt,50.11208,8.68342,Skydeck,50.11416859410696,8.680298226743018
Scenic Lookout,Frankfurt,50.11208,8.68342,Aussichtsplattform Startbahn West,50.02166540699313,8.523073196411133
Scenic Lookout,Athens,37.97614,23.7364,Θέα Βύρωνα,37.95130931302467,23.762077126925618
Scenic Lookout,Helsinki,60.17116,24.93266,Humallahdenpuiston kalliot,60.18670085279928,24.904234470111692
Scenic Lookout,Helsinki,60.17116,24.93266,Lemminkäisen kalliot,60.33937314844165,24.99459225996944
Scenic Lookout,Rotterdam,51.91439,4.48717,Boompjeskade,51.91350853046547,4.485864387605247
Scenic Lookout,Rotterdam,51.91439,4.48717,Euromast,51.90543645533642,4.466607570648193
Scenic Lookout,Stuttgart,48.76779,9.17203,Uhlandshöhe,48.78171093195722,9.195294675294516
Scenic Lookout,Stuttgart,48.76779,9.17203,Bismarckturm,48.792657202248485,9.156828200019774
Scenic Lookout,Riga,56.94599,24.11487,Krastmala pie Saules akmens,56.94911715370668,24.090657234191895
Scenic Lookout,Riga,56.94599,24.11487,Lidmašīnu vērotava,56.91770533973684,23.965248804562176
Scenic Lookout,Riga,56.94599,24.11487,Lidostas skrejceļa skatpunkts,56.89802135341401,23.966859564765517
Scenic Lookout,Riga,56.94599,24.11487,Ziemeļblāzmas Skatu Tornis,57.037155941630004,24.10335716596407
Scenic Lookout,Riga,56.94599,24.11487,Skatu tornis | Watch Tower,56.97654299817515,23.821083827982534
Scenic Lookout,Düsseldorf,51.21564,6.77662,Rheinpromenade Kaiserswerth,51.299828198355264,6.731738448143005
Scenic Lookout,Essen,51.45183,7.01109,Baldeneysee Regattaturm,51.40315941640676,7.008516364627718
Scenic Lookout,Essen,51.45183,7.01109,Tetraeder (Halde Beckstraße),51.52748255979751,6.959817409515381
Scenic Lookout,Essen,51.45183,7.01109,Hochofen 5 (Aussichtsplattform),51.480295164028334,6.7800997664041
Scenic Lookout,Gothenburg,57.70068,11.96823,Ramberget,57.714498675196964,11.93194405961276
Scenic Lookout,Genoa,44.41048,8.93917,Spianata Castelletto,44.412520443766155,8.932995200157166
Scenic Lookout,Genoa,44.41048,8.93917,Passeggiata Anita Garibaldi,44.38134165599193,9.039874468844667
Scenic Lookout,Genoa,44.41048,8.93917,Lungomare di Pegli,44.42482851169665,8.817646940577148
Scenic Lookout,Genoa,44.41048,8.93917,Punta Chiappa,44.32503249013705,9.149055612903478
Scenic Lookout,Genoa,44.41048,8.93917,Passeggiata Di Voltri,44.42757090193481,8.749033619649085
Scenic Lookout,Dresden,51.05364,13.74082,Zwinger Terrassen,51.053265,13.732869
Scenic Lookout,The Hague,52.08409,4.31732,Maeslantkering,51.954647,4.163965
Scenic Lookout,Antwerp,51.22213,4.39769,Panorama MAS,51.2288967237922,4.404862216929699
Scenic Lookout,Lyon,45.75917,4.82966,Esplanade de Fourvière,45.762686929346124,4.82302762057682
Scenic Lookout,Lyon,45.75917,4.82966,Belvedère du Mont Thou,45.84202307332409,4.7980276819784375
Scenic Lookout,Lisbon,38.72639,-9.14949,Miradouro de São Pedro de Alcântara,38.715233,-9.144247
Scenic Lookout,Lisbon,38.72639,-9.14949,Miradouro do Parque Eduardo VII,38.73033031821534,-9.154409669754596
Scenic Lookout,Lisbon,38.72639,-9.14949,Miradouro da Senhora do Monte,38.7190715364876,-9.132792865975164
Scenic Lookout,Lisbon,38.72639,-9.14949,Miradouro Sophia de Mello Breyner Andresen,38.71645431915763,-9.131557474010675
Scenic Lookout,Lisbon,38.72639,-9.14949,Miradouro do Castelo de São Jorge,38.712525166207804,-9.133069553433598
Scenic Lookout,Lisbon,38.72639,-9.14949,Miradouro do Monte Agudo,38.72611870295906,-9.131500466890877
Scenic Lookout,Lisbon,38.72639,-9.14949,Miradouro de Santa Luzia,38.7116846144335,-9.130207300186157
Scenic Lookout,Lisbon,38.72639,-9.14949,Panorâmico De Monsanto,38.72870796282352,-9.184552031744401
Scenic Lookout,Duisburg,51.43148,6.76356,Hochofen 5 (Aussichtsplattform),51.480295164028334,6.7800997664041
Scenic Lookout,Duisburg,51.43148,6.76356,Rheinpromenade Kaiserswerth,51.299828198355264,6.731738448143005
Scenic Lookout,Duisburg,51.43148,6.76356,Baldeneysee Regattaturm,51.40315941640676,7.008516364627718
Scenic Lookout,Duisburg,51.43148,6.76356,Tetraeder (Halde Beckstraße),51.52748255979751,6.959817409515381
Scenic Lookout,Palma de Mallorca,39.57149,2.64694,Passeig de Mallorca,39.574511339334705,2.6423242636728164
Scenic Lookout,Palma de Mallorca,39.57149,2.64694,Mirador de les Illes Malgrats,39.50414462677161,2.4615228383219896
Scenic Lookout,Brno,49.19728,16.60368,Hráz Brněnské přehrady,49.232311604674074,16.519060134887695
Scenic Lookout,Florence,43.78238,11.25502,Cupola del Duomo di Firenze,43.773107,11.257057
Scenic Lookout,Bochum,51.488,7.21399,Baldeneysee Regattaturm,51.40315941640676,7.008516364627718
Scenic Lookout,Bochum,51.488,7.21399,Tetraeder (Halde Beckstraße),51.52748255979751,6.959817409515381
Scenic Lookout,Utrecht,52.08979,5.11415,Uitkijktoren De Kaap,52.04158913855976,5.365508193624472
Scenic Lookout,Wuppertal,51.27165,7.19678,Baldeneysee Regattaturm,51.40315941640676,7.008516364627718
Scenic Lookout,Bilbao,43.2689,-2.9453,Mirador de Artxanda,43.27417975403297,-2.92018686520469
Scenic Lookout,Bilbao,43.2689,-2.9453,Trasbordador de Portugalete,43.32337740199449,-3.015010862566027
Scenic Lookout,Nice,43.70029,7.27766,Panorama de la Baie des Anges,43.69427475273766,7.2794353388938715
Scenic Lookout,Nice,43.70029,7.27766,Tourre de Bellanda,43.694283179762394,7.279450516104758
Scenic Lookout,Nice,43.70029,7.27766,Rocher de Monaco,43.73131,7.421513
Scenic Lookout,Bonn,50.73243,7.10187,Erpeler Ley,50.58251852374517,7.246546364096213
Scenic Lookout,Bonn,50.73243,7.10187,Apollinarisblick,50.581097489911976,7.221831679344176
Scenic Lookout,Karlsruhe,49.01094,8.40846,Aussichtsterrasse Turmberg,48.99719404405237,8.484978899542025
Scenic Lookout,Catania,37.51136,15.06752,Lungomare dei Ciclopi,37.559709157553556,15.160210132598877
History Museum,Madrid,40.41956,-3.69196,Museo Arqueológico Nacional (MAN),40.42325921497666,-3.688431683863512
History Museum,Madrid,40.41956,-3.69196,Imprenta Municipal,40.413663321236676,-3.705447800535241
History Museum,Paris,48.85718,2.34141,Musée Nissim de Camondo,48.87897311379663,2.3126301169395447
History Museum,Paris,48.85718,2.34141,Musée d'Archéologie nationale de Saint-Germain-en-Laye,48.897847445608306,2.0959854125976562
History Museum,Vienna,48.20263,16.36843,Millionenzimmer,48.18489708591923,16.313329205872847
History Museum,Vienna,48.20263,16.36843,Kaiserliche Wagenburg Wien,48.18605811875312,16.310203596646627
History Museum,Hamburg,53.55562,9.98746,Freilichtmuseum am Kiekeberg,53.43975190752389,9.90418843849975
History Museum,Munich,48.13642,11.57755,Marstallmuseum,48.1567304334449,11.50477543681037
History Museum,Milan,45.46796,9.18178,Villa Visconti Borromeo Litta,45.571004001165726,9.026727676391602
History Museum,Stockholm,59.33258,18.06683,Armémuseum,59.33475120424566,18.080363851945307
History Museum,Stockholm,59.33258,18.06683,Vasamuseet,59.32811938036956,18.09166143677861
History Museum,Naples,40.84016,14.25222,Tunnel Borbonico,40.83559097992428,14.246238132737886
History Museum,Naples,40.84016,14.25222,Museo Archeologico Nazionale,40.85317532862563,14.25072265976806
History Museum,Naples,40.84016,14.25222,Museo Archeologico Virtuale di Ercolano,40.80704234920335,14.350607297589091
History Museum,Turin,45.06236,7.67994,Museo Egizio,45.068344200093385,7.684363349555216
History Museum,Marseille,43.29338,5.37132,Musée des Civilisations de l'Europe et de la Méditerranée (MuCEM),43.29658649837589,5.361079735157546
History Museum,Copenhagen,55.67567,12.56756,Frilandsmuseet,55.78574478091804,12.490084417453318
History Museum,Copenhagen,55.67567,12.56756,Dragør Fort,55.58897715677734,12.677971898810453
History Museum,Kraków,50.06045,19.93243,Kopalnia Soli Wieliczka | Wieliczka Salt Mine (Kopalnia Soli Wieliczka),49.983151152460586,20.05558490753174
History Museum,Frankfurt,50.11208,8.68342,Kastell Saalburg (Römerkastell Saalburg),50.27184266215004,8.56656789779663
History Museum,Athens,37.97614,23.7364,Museum of Cycladic Art (Μουσείο Κυκλαδικής Τέχνης),37.97584344774846,23.742230726445747
History Museum,Athens,37.97614,23.7364,Acropolis Museum (Μουσείο Ακρόπολης),37.96882145568731,23.728256129152648
History Museum,Athens,37.97614,23.7364,Greek cruiser Georgios Averof (Θωρηκτό Γ. Αβέρωφ),37.933042587780854,23.684971523747258
History Museum,Rotterdam,51.91439,4.48717,Gemeentemuseum Simon van Gijn,51.816364,4.663668
History Museum,Stuttgart,48.76779,9.17203,Keltenmuseum Hochdorf,48.88895458492822,9.003031381995022
History Museum,Düsseldorf,51.21564,6.77662,Museum Burg Linn,51.33448073827635,6.63575291633606
History Museum,Dortmund,51.51661,7.4583,LWL-Industriemuseum Zeche Zollern II/IV,51.51836065032638,7.33380800833688
History Museum,Dortmund,51.51661,7.4583,Wasserschloss Werdringen,51.37872620458931,7.421962644153172
History Museum,Dortmund,51.51661,7.4583,LWL-Industriemuseum Zeche Nachtigall,51.42921756419388,7.31322857458659
History Museum,Essen,51.45183,7.01109,Zeche Zollverein,51.486487341653024,7.044081687927246
History Museum,Essen,51.45183,7.01109,Ruhr Museum,51.486053579330346,7.042608221921178
History Museum,Essen,51.45183,7.01109,Villa Hügel,51.406835741757604,7.008869647979736
History Museum,Essen,51.45183,7.01109,LWL-Industriemuseum Zeche Hannover,51.50446860957782,7.16508150100708
History Museum,Gothenburg,57.70068,11.96823,Nya Älvsborgs Fästning,57.68549717138254,11.838361696538012
History Museum,Genoa,44.41048,8.93917,Palazzo Grimaldi della Meridiana,44.41164008093557,8.931445203250414
History Museum,Bremen,53.07537,8.80454,Focke-Museum - Landesmuseum für Kunst und Kulturgeschichte,53.09138660854771,8.863636782832621
History Museum,Hanover,52.37228,9.73816,Niedersächsisches Landesmuseum,52.365498281147914,9.740087985992432
History Museum,Nuremberg,49.45435,11.0735,Museum Industriekultur,49.46130912710151,11.111062165019245
History Museum,Nuremberg,49.45435,11.0735,Dokumentationszentrum Reichsparteitagsgelände,49.4337403202734,11.11240934513552
History Museum,Duisburg,51.43148,6.76356,Museum Burg Linn,51.33448073827635,6.63575291633606
History Museum,Duisburg,51.43148,6.76356,Villa Hügel,51.406835741757604,7.008869647979736
History Museum,Toulouse,43.60579,1.44864,Aeroscopia,43.65967563437849,1.3593710430879289
History Museum,Palma de Mallorca,39.57149,2.64694,La Granja,39.668816,2.5589006
History Museum,Brno,49.19728,16.60368,Stará radnice,49.1929382083633,16.608483939022648
History Museum,Bochum,51.488,7.21399,LWL-Industriemuseum Zeche Hannover,51.50446860957782,7.16508150100708
History Museum,Bochum,51.488,7.21399,Zeche Zollverein,51.486487341653024,7.044081687927246
History Museum,Bochum,51.488,7.21399,LWL-Industriemuseum Zeche Zollern II/IV,51.51836065032638,7.33380800833688
History Museum,Bochum,51.488,7.21399,Ruhr Museum,51.486053579330346,7.042608221921178
History Museum,Bochum,51.488,7.21399,LWL-Industriemuseum Zeche Nachtigall,51.42921756419388,7.31322857458659
History Museum,Bochum,51.488,7.21399,Wasserschloss Werdringen,51.37872620458931,7.421962644153172
History Museum,Bochum,51.488,7.21399,Villa Hügel,51.406835741757604,7.008869647979736
History Museum,Wuppertal,51.27165,7.19678,Wasserschloss Werdringen,51.37872620458931,7.421962644153172
History Museum,Wuppertal,51.27165,7.19678,Villa Hügel,51.406835741757604,7.008869647979736
History Museum,Wuppertal,51.27165,7.19678,LWL-Industriemuseum Zeche Nachtigall,51.42921756419388,7.31322857458659
History Museum,Wuppertal,51.27165,7.19678,Neanderthal Museum,51.22654388837316,6.951043403886522
History Museum,Aarhus,56.15302,10.20487,Den Gamle By,56.159089868555,10.191169889668553
History Museum,Aarhus,56.15302,10.20487,Moesgaard Museum,56.08884992553125,10.223041814678616
History Museum,Malmö,55.5967,13.0011,Kulturen in Lund,55.7045802030474,13.1964736880415
History Museum,Bonn,50.73243,7.10187,LVR LandesMuseum Bonn,50.73169841032625,7.092695591528689
History Museum,Bonn,50.73243,7.10187,Ludendorff-Brücke | Brücke von Remagen,50.5781011419352,7.244116646480406
History Museum,Karlsruhe,49.01094,8.40846,Schloss Bruchsal,49.12894016901372,8.597562184508776
History Museum,Mannheim,49.48651,8.46679,Historisches Museum der Pfalz,49.31572139031476,8.4413614607994
Rest Area,Lyon,45.75917,4.82966,Aire de Paisy,45.80911793334777,4.7696556944338395
Rest Area,Lyon,45.75917,4.82966,Aire de Sérézin,45.6309767154762,4.819035990111152
Rest Area,Bologna,44.50485,11.34507,Area di Servizio Castel Bentivoglio Ovest,44.622137,11.419157
Garden Center,Berlin,52.51605,13.37691,Pflanzen-Kölle,52.50188,13.66711
Garden Center,Berlin,52.51605,13.37691,Pflanzen-Kölle,52.53105,13.08515
Garden Center,Paris,48.85718,2.34141,Les Fermes de Gally,48.8183515819016,2.081432264437455
Garden Center,Paris,48.85718,2.34141,Truffaut,48.83024823564183,2.5317207645759408
Garden Center,Hamburg,53.55562,9.98746,Pflanzen Körner,53.69925869357038,10.1020703910903
Garden Center,Munich,48.13642,11.57755,Gartencenter Seebauer,48.106782526344965,11.621503342858489
Garden Center,Munich,48.13642,11.57755,Dehner,48.12560536022002,11.673450333951727
Garden Center,Stockholm,59.33258,18.06683,Zetas trädgård och café,59.276026690794986,17.92517936399004
Garden Center,Frankfurt,50.11208,8.68342,Sunflower,50.189219,8.656183
Garden Center,Frankfurt,50.11208,8.68342,Löwer,50.14350526581288,8.946465872178226
Garden Center,Athens,37.97614,23.7364,Minú,37.978146,23.721247
Garden Center,Helsinki,60.17116,24.93266,Viherpaja,60.3052608753178,25.002930072887626
Garden Center,Stuttgart,48.76779,9.17203,Pflanzen-Kölle,48.81256264966847,9.268459819418384
Garden Center,Dortmund,51.51661,7.4583,Dehner Garten-Center,51.45635010653176,7.353085290670655
Garden Center,Dortmund,51.51661,7.4583,Gartencenter Augsburg,51.37645914912342,7.541091152575826
Garden Center,Essen,51.45183,7.01109,Schley's Blumenparadies,51.405030719894,6.951510735460398
Garden Center,The Hague,52.08409,4.31732,Tuincentrum De Bosrand,52.14037812569241,4.414218649673641
Garden Center,Duisburg,51.43148,6.76356,Schley's Blumenparadies,51.405030719894,6.951510735460398
Garden Center,Duisburg,51.43148,6.76356,Dehner,51.277556,6.80836659
Garden Center,Brno,49.19728,16.60368,Zahradnické centrum Brabec,49.13123369232332,16.62368760640962
Garden Center,Bochum,51.488,7.21399,Dehner Garten-Center,51.45635010653176,7.353085290670655
Garden Center,Bonn,50.73243,7.10187,Pflanzen Breuer,50.793202,7.171163
Soccer Stadium,Barcelona,41.38804,2.17001,Camp Nou,41.380793535119196,2.1227431297302246
Soccer Stadium,Munich,48.13642,11.57755,Allianz Arena,48.218889855624944,11.624661684036255
Soccer Stadium,Turin,45.06236,7.67994,Allianz Stadium (Juventus Stadium),45.109657570621266,7.64122724533081
Soccer Stadium,Turin,45.06236,7.67994,Curva Maratona,45.04229291251565,7.649593686341414
Soccer Stadium,Marseille,43.29338,5.37132,Stade Vélodrome (Orange Vélodrome),43.26984683864035,5.3958964347839355
Soccer Stadium,Stuttgart,48.76779,9.17203,Mercedes-Benz Arena,48.7871161,9.2437344
Soccer Stadium,Dortmund,51.51661,7.4583,Südtribüne,51.4918584186485,7.451863288879394
Soccer Stadium,Dortmund,51.51661,7.4583,Signal Iduna Park,51.49286041521639,7.451884746551514
Soccer Stadium,Dresden,51.05364,13.74082,Rudolf-Harbig-Stadion,51.04108358799791,13.747994899749756
Soccer Stadium,Nuremberg,49.45435,11.0735,Sportpark Ronhof-Thomas Sommer,49.487394561521306,10.999177668115092
Soccer Stadium,Lyon,45.75917,4.82966,Groupama Stadium,45.76517097386817,4.98198589170003
Soccer Stadium,Bochum,51.488,7.21399,Südtribüne,51.4918584186485,7.451863288879394
Soccer Stadium,Bochum,51.488,7.21399,Signal Iduna Park,51.49286041521639,7.451884746551514
Soccer Stadium,Aarhus,56.15302,10.20487,Ceres Park,56.132347,10.196589
Soccer Stadium,Bilbao,43.2689,-2.9453,San Mamés (Estadio de San Mamés),43.26415941812166,-2.9494643211364746
